source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,references,nsources,nrefs
Q16539,P41970,MAPK14,ELK3,1,1,0,1,1,0,,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;iPTMnet;phosphoELM_MIMP,HPRD:11042694;KEA:11042694;KEA:17570479;ProtMapper:9130707;SIGNOR:9130707;SignaLink3:11042694;SignaLink3:23331499;iPTMnet:11042694;iPTMnet:9130707,14,9
Q92830,P84022,KAT2A,SMAD3,1,1,0,1,1,0,,SIGNOR;SignaLink3;Wang,SIGNOR:15009097;SignaLink3:11058129;SignaLink3:15009097;SignaLink3:23331499,3,4
Q92830,Q15796,KAT2A,SMAD2,1,1,0,1,1,0,,SIGNOR;SignaLink3,SIGNOR:15009097;SignaLink3:11058129;SignaLink3:15009097;SignaLink3:23331499,2,4
O14980,Q13485,XPO1,SMAD4,1,1,1,1,1,0,,SIGNOR;SignaLink3,SIGNOR:11074002;SignaLink3:11074002;SignaLink3:23331499,2,3
O14964,O95405,HGS,ZFYVE9,1,1,0,1,1,0,,NetPath;SignaLink3,NetPath:11094085;SignaLink3:11094085;SignaLink3:23331499,2,3
O14964,Q15796,HGS,SMAD2,1,1,0,1,1,0,,HPRD;NetPath;SignaLink3;Wang,HPRD:11094085;NetPath:11094085;SignaLink3:11094085;SignaLink3:23331499,4,4
Q16873,Q9UM47,LTC4S,NOTCH3,1,1,0,1,1,0,,SignaLink3,SignaLink3:11101851;SignaLink3:23331499,1,2
P35222,P15923,CTNNB1,TCF3,1,1,1,1,1,0,,HPRD;NetPath;SignaLink3;Wang,HPRD:12107263;HPRD:15327769;NetPath:9488439;SignaLink3:11136974;SignaLink3:23331499,4,5
Q13485,Q02078,SMAD4,MEF2A,1,1,0,1,1,0,,HPRD;SignaLink3,HPRD:11160896;SignaLink3:11160896;SignaLink3:23331499,2,3
Q15796,Q02078,SMAD2,MEF2A,1,1,0,1,1,0,,HPRD;NetPath;SignaLink3;Wang,HPRD:11160896;NetPath:11160896;SignaLink3:11160896;SignaLink3:23331499,4,4
P46734,O15264,MAP2K3,MAPK13,1,1,0,1,1,0,,ACSN;KEGG-MEDICUS;NCI-PID_ProtMapper;ProtMapper;SignaLink3;Wang;dbPTM;iPTMnet,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;ProtMapper:9790884;SignaLink3:11242034;SignaLink3:23331499;dbPTM:18083107;dbPTM:9374491;iPTMnet:9790884,8,10
P52564,O15264,MAP2K6,MAPK13,1,1,0,1,1,0,,ACSN;HPRD;HPRD_KEA;HPRD_MIMP;KEA;KEGG-MEDICUS;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;HPRD:9218798;KEA:9218798;ProtMapper:9218798;SIGNOR:10480932;SIGNOR:11242034;SIGNOR:8663074;SignaLink3:11242034;SignaLink3:23331499;SignaLink3:9218798;iPTMnet:9218798;iPTMnet:9790884,17,15
P46734,P53778,MAP2K3,MAPK12,1,1,0,1,1,0,,ACSN;BEL-Large-Corpus_ProtMapper;HPRD;HPRD_KEA;HPRD_MIMP;KEA;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;HPRD:11062067;KEA:11062067;ProtMapper:11062067;ProtMapper:11238375;SIGNOR:11062067;SignaLink3:11242034;SignaLink3:23331499;dbPTM:18083107;dbPTM:19413330;iPTMnet:11062067;phosphoELM:11062067,22,15
P84022,P10275,SMAD3,AR,1,1,1,1,1,0,,HPRD;Lit-BM-17;NetPath;SignaLink3;Wang,HPRD:11280774;Lit-BM-17:11280774;Lit-BM-17:11707452;Lit-BM-17:12226080;NetPath:11248024;NetPath:11280774;SignaLink3:11248024;SignaLink3:11280774;SignaLink3:11707452;SignaLink3:12226080;SignaLink3:23331499,5,11
Q9Y2U5,Q13163,MAP3K2,MAP2K5,1,1,0,1,1,0,,HPRD;Lit-BM-17;NCI-PID_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SignaLink3;Wang,HPRD:11073940;Lit-BM-17:11073940;Lit-BM-17:19903815;Lit-BM-17:21988832;Lit-BM-17:24975362;ProtMapper:11073940;ProtMapper:25861671;SIGNOR:12912994;SignaLink3:11073940;SignaLink3:11274363;SignaLink3:19903815;SignaLink3:23331499,8,12
P01133,P04626,EGF,ERBB2,1,1,0,1,1,0,,Baccin2019;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;SignaLink3;Sparser_ProtMapper;Wang;iTALK,Baccin2019:12093292;HPRD:12093292;LRdb:12093292;ProtMapper:15748904;SIGNOR:11279155;SIGNOR:17306385;SignaLink3:11279155;SignaLink3:23331499,15,8
Q9Y6W6,P45983,DUSP10,MAPK8,1,1,1,1,1,0,,CA1;DEPOD;ELM;HPRD;HuRI;InnateDB;SIGNOR;SignaLink3;Wang,CA1:11790549;DEPOD:10391943;DEPOD:10597297;ELM:26538579;HPRD:10391943;HPRD:10597297;InnateDB:16166642;SIGNOR:10391943;SignaLink3:10391943;SignaLink3:10597297;SignaLink3:11283254;SignaLink3:23331499,9,12
P42702,P23458,LIFR,JAK1,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:11294841;SignaLink3:23331499,2,2
Q8IVH8,Q13233,MAP4K3,MAP3K1,1,1,0,1,1,0,,NCI-PID_ProtMapper;ProtMapper;SIGNOR;SignaLink3;Wang,ProtMapper:9712898;SIGNOR:9820741;SignaLink3:11316611;SignaLink3:23331499,5,4
P60953,Q9NWT1,CDC42,PAK1IP1,1,1,0,1,1,0,,SignaLink3,SignaLink3:11371639;SignaLink3:23331499,1,2
P98082,P36897,DAB2,TGFBR1,1,1,0,1,1,0,,HPRD;NetPath;SignaLink3;Wang,HPRD:11387212;NetPath:11387212;SignaLink3:11387212;SignaLink3:23331499,4,4
P98082,P37173,DAB2,TGFBR2,1,1,0,1,1,0,,CancerCellMap;HPRD;NetPath;SignaLink3;Wang,CancerCellMap:11387212;HPRD:11387212;NetPath:11387212;SignaLink3:11387212;SignaLink3:23331499,5,5
P98082,Q15796,DAB2,SMAD2,1,1,0,1,1,0,,CancerCellMap;HPRD;NetPath;SignaLink3;Wang,CancerCellMap:11387212;HPRD:11387212;NetPath:11387212;SignaLink3:11387212;SignaLink3:23331499,5,5
Q9HAU4,P12757,SMURF2,SKIL,1,1,1,1,1,0,,HPRD;NetPath;SIGNOR;SignaLink3,HPRD:11389444;NetPath:15221015;SIGNOR:11389444;SignaLink3:11389444;SignaLink3:23331499,4,5
Q9UM47,Q06330,NOTCH3,RBPJ,1,1,0,1,1,0,,HPRD;NetPath;SIGNOR;SignaLink3;Wang,HPRD:11404076;NetPath:11518718;NetPath:12370315;SIGNOR:11404076;SignaLink3:11404076;SignaLink3:23331499,5,6
P46108,P45983,CRK,MAPK8,1,1,0,1,1,0,,Adhesome;HPRD;Lit-BM-17;NetPath;SignaLink3;Wang,Adhesome:10592173;Adhesome:11432831;Adhesome:16982329;HPRD:11432831;Lit-BM-17:11432831;Lit-BM-17:16982329;Lit-BM-17:25241761;NetPath:11432831;SignaLink3:11432831;SignaLink3:23331499,6,10
Q9BUB5,P06730,MKNK1,EIF4E,1,1,0,1,1,0,,ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:9155017;ACSN:9878069;HPRD-phos:9155017;HPRD-phos:9878069;HPRD:10022874;HPRD:9155017;HPRD:9878069;InnateDB:9878069;KEA:11463832;KEA:11723111;KEA:12897141;KEA:7782323;KEA:8662663;KEA:9155017;KEA:95301551;KEA:9878069;PhosphoSite:11154262;PhosphoSite:11463832;PhosphoSite:11606200;PhosphoSite:11723111;PhosphoSite:12138083;PhosphoSite:12193593;PhosphoSite:15542544;PhosphoSite:15574771;PhosphoSite:15591312;PhosphoSite:16540463;PhosphoSite:16720573;PhosphoSite:16982703;PhosphoSite:17130135;PhosphoSite:17689282;PhosphoSite:17724079;PhosphoSite:19663871;PhosphoSite:20679199;PhosphoSite:21635931;PhosphoSite:25915158;PhosphoSite:25921059;PhosphoSite:25923732;PhosphoSite:28745319;PhosphoSite:7782323;PhosphoSite:9155017;ProtMapper:16540463;ProtMapper:17724079;ProtMapper:19694499;ProtMapper:20299272;ProtMapper:21949767;ProtMapper:22392765;ProtMapper:23359369;ProtMapper:24504069;ProtMapper:24551240;ProtMapper:25193863;ProtMapper:25403230;ProtMapper:26097864;ProtMapper:27050281;ProtMapper:30211342;ProtMapper:9878069;SIGNOR:17724079;SIGNOR:20626350;SIGNOR:9878069;SignaLink3:10022874;SignaLink3:11463832;SignaLink3:23331499;SignaLink3:9155017;SignaLink3:9878069;iPTMnet:17724079;iPTMnet:20722422;iPTMnet:9155017;iPTMnet:9878069;phosphoELM:11463832,26,68
Q9HBH9,P06730,MKNK2,EIF4E,1,1,0,1,1,0,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:12897141;HPRD-phos:9155017;HPRD:12897141;HPRD:9155017;InnateDB:12897141;KEA:11463832;KEA:11723111;KEA:12897141;KEA:7782323;KEA:8662663;KEA:9155017;KEA:95301551;KEA:9878069;ProtMapper:11154262;ProtMapper:16540463;ProtMapper:17724079;ProtMapper:20722422;ProtMapper:21734645;ProtMapper:21949767;ProtMapper:22392765;ProtMapper:24504069;ProtMapper:25193863;ProtMapper:25403230;ProtMapper:26097864;ProtMapper:26268528;ProtMapper:27050281;SIGNOR:17724079;SignaLink3:11463832;SignaLink3:12897141;SignaLink3:23331499;SignaLink3:9155017;dbPTM:11154262;dbPTM:7665584;dbPTM:7782323;iPTMnet:11154262;iPTMnet:11463832;iPTMnet:12897141;iPTMnet:17724079;iPTMnet:20722422;iPTMnet:20823271;iPTMnet:20927323;iPTMnet:9155017;phosphoELM:11463832,25,43
P26992,P23458,CNTFR,JAK1,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:11464862;SignaLink3:23331499,2,2
Q8IVT5,P04049,KSR1,RAF1,1,1,0,1,1,0,,HPRD;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD:15520859;KEA:11134016;KEA:7477354;PhosphoSite:7477354;PhosphoSite:9094715;ProtMapper:10205168;ProtMapper:11134016;ProtMapper:12932319;ProtMapper:16093354;ProtMapper:18775988;ProtMapper:18789263;ProtMapper:19541618;ProtMapper:19595761;ProtMapper:1990291;ProtMapper:19933846;ProtMapper:7477354;ProtMapper:7760835;ProtMapper:8180183;ProtMapper:8332195;ProtMapper:8503013;ProtMapper:8601312;ProtMapper:9665134;SIGNOR:11134016;SignaLink3:11478855;SignaLink3:15520859;SignaLink3:23331499;iPTMnet:11134016;iPTMnet:19766101;iPTMnet:7477354;phosphoELM:11134016;phosphoELM:7477354,20,31
Q9UER7,P37173,DAXX,TGFBR2,1,1,0,1,1,0,,CancerCellMap;HPRD;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang,CancerCellMap:11483955;HPRD:11483955;Lit-BM-17:11483955;NetPath:11483955;SIGNOR:11483955;SignaLink3:11483955;SignaLink3:23331499,7,7
O15530,O00141,PDPK1,SGK1,1,1,0,1,1,0,,ACSN;BioGRID;ELM;HPRD;HPRD-phos;HPRD_KEA;KEA;LMPID;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM,ACSN:11500365;ACSN:16286006;ACSN:17680028;ACSN:18802401;ACSN:20932932;BioGRID:17916563;ELM:11500365;HPRD-phos:10191262;HPRD-phos:10357815;HPRD:10191262;HPRD:10357815;KEA:10191262;KEA:10357815;KEA:12023960;LMPID:11500365;PhosphoSite:22042038;ProtMapper:10191262;ProtMapper:10357815;ProtMapper:11500365;ProtMapper:11807089;ProtMapper:12387817;ProtMapper:12912918;ProtMapper:15209375;ProtMapper:23317821;ProtMapper:24760523;ProtMapper:24864229;ProtMapper:25384981;SIGNOR:10191262;SIGNOR:15209375;SignaLink3:10191262;SignaLink3:10357815;SignaLink3:11500365;SignaLink3:12387817;SignaLink3:23331499;dbPTM:10191262;iPTMnet:10191262;iPTMnet:10357815;iPTMnet:15209375;iPTMnet:25384981;phosphoELM:10191262,25,40
Q07889,P01111,SOS1,NRAS,1,1,0,1,1,0,,CA1;KEGG-MEDICUS;SIGNOR;SignaLink3;Wang,CA1:7923364;CA1:8493579;CA1:9690470;SIGNOR:11560935;SIGNOR:21779497;SignaLink3:11560935;SignaLink3:23331499,5,7
Q15418,P49841,RPS6KA1,GSK3B,1,1,1,1,1,0,,HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,KEA:11035810;KEA:12054501;KEA:12147701;KEA:16039586;KEA:16543730;KEA:8524413;ProtMapper:11584304;ProtMapper:19346560;ProtMapper:22615844;ProtMapper:24931005;ProtMapper:7980435;SIGNOR:11584304;SignaLink3:11583116;SignaLink3:23331499;iPTMnet:11584304;iPTMnet:8250835,15,16
P30086,O95819,PEBP1,MAP4K4,1,1,0,1,1,0,,SignaLink3,SignaLink3:11585904;SignaLink3:23331499,1,2
P63000,Q16584,RAC1,MAP3K11,1,1,0,1,1,0,,ACSN;HPRD;NCI-PID_ProtMapper;ProtMapper;SignaLink3,ACSN:11152757;ACSN:11713255;ACSN:12480336;ACSN:16212495;ACSN:8910292;ACSN:9427749;HPRD:9427749;ProtMapper:8910292;SignaLink3:11713255;SignaLink3:23331499;SignaLink3:9427749,5,11
O43283,O14733,MAP3K13,MAP2K7,1,1,0,1,1,0,,PhosphoNetworks;SIGNOR;SignaLink3;Wang,SIGNOR:11726277;SignaLink3:11726277;SignaLink3:23331499,4,3
Q9NRW4,P45983,DUSP22,MAPK8,1,1,0,1,1,0,,DEPOD;HPRD;SignaLink3,DEPOD:11346645;DEPOD:12204117;HPRD:12138158;SignaLink3:11733513;SignaLink3:12138158;SignaLink3:23331499,3,6
O43541,Q15750,SMAD6,TAB1,1,1,1,1,1,0,,HPRD;InnateDB;SIGNOR;SignaLink3;Wang,HPRD:11737269;InnateDB:11737269;SIGNOR:11737269;SignaLink3:11737269;SignaLink3:23331499,5,5
O15105,Q15750,SMAD7,TAB1,1,1,1,1,1,0,,HPRD;InnateDB;SIGNOR;SignaLink3;Wang,HPRD:11737269;InnateDB:11737269;SIGNOR:11737269;SignaLink3:11737269;SignaLink3:23331499,5,5
P49407,O14641,ARRB1,DVL2,1,1,0,1,1,0,,HPRD;Lit-BM-17;NetPath;SignaLink3;Wang,HPRD:11742073;Lit-BM-17:11742073;NetPath:11742073;SignaLink3:11742073;SignaLink3:23331499,5,5
P49407,O14640,ARRB1,DVL1,1,1,0,1,1,0,,HPRD;NetPath;SignaLink3;Wang,HPRD:11742073;NetPath:11742073;SignaLink3:11742073;SignaLink3:23331499,4,4
Q9NRF2,O60674,SH2B1,JAK2,1,1,1,1,1,0,,BioGRID;HPRD;Lit-BM-17;NetPath;SignaLink3;Wang,BioGRID:10757801;BioGRID:12370803;BioGRID:17565041;HPRD:10757801;HPRD:12551917;HPRD:9343427;Lit-BM-17:12370803;Lit-BM-17:15767667;Lit-BM-17:17565041;Lit-BM-17:9343427;NetPath:15316008;NetPath:17565041;SignaLink3:11751854;SignaLink3:23331499;SignaLink3:9343427,6,15
P17706,P42229,PTPN2,STAT5A,1,1,1,1,1,0,,DEPOD;HPRD;NCI-PID_ProtMapper;ProtMapper;SIGNOR;SignaLink3;Wang,DEPOD:11773439;HPRD:11773439;HPRD:15588985;ProtMapper:11773439;ProtMapper:11909529;SIGNOR:15780598;SignaLink3:11773439;SignaLink3:23331499,7,8
Q06124,P08069,PTPN11,IGF1R,1,1,0,1,1,0,,HPRD;IntAct;Lit-BM-17;SignaLink3;Wang,HPRD:7642582;IntAct:28065597;IntAct:7642582;IntAct:8895367;Lit-BM-17:10082579;Lit-BM-17:7642582;Lit-BM-17:8895367;SignaLink3:10082579;SignaLink3:11779860;SignaLink3:23331499;SignaLink3:7642582,5,11
Q06124,P78324,PTPN11,SIRPA,1,0,1,1,0,1,,Adhesome;BioGRID;DEPOD;HPRD;NetPath;Wang,Adhesome:11036942;Adhesome:18233962;Adhesome:18471880;Adhesome:9062191;BioGRID:15699129;BioGRID:18450421;DEPOD:8910355;DEPOD:8943344;HPRD:8943344;NetPath:12483539;NetPath:18450421,6,11
P08069,P78324,IGF1R,SIRPA,1,1,0,1,1,0,,PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SignaLink3,PhosphoSite:10842184;PhosphoSite:18233962;PhosphoSite:21799000;SignaLink3:11779860;SignaLink3:23331499,5,5
P84022,P23771,SMAD3,GATA3,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:11790301;SignaLink3:23331499,2,2
P01106,Q15796,MYC,SMAD2,1,1,0,1,1,0,,CancerCellMap;HPRD;Lit-BM-17;NetPath;SignaLink3;Wang,CancerCellMap:11804592;HPRD:11804592;Lit-BM-17:11804592;NetPath:11804592;SignaLink3:11804592;SignaLink3:23331499,6,6
P48730,O95996,CSNK1D,APC2,1,1,0,1,1,0,,SignaLink3,SignaLink3:11818547;SignaLink3:23331499,1,2
P48730,P49841,CSNK1D,GSK3B,1,1,0,1,1,0,,ACSN;SignaLink3,ACSN:21316585;SignaLink3:11818547;SignaLink3:23331499,2,3
P48730,O14640,CSNK1D,DVL1,1,1,0,1,1,0,,ACSN;HPRD;PhosphoPoint;SignaLink3;Wang,ACSN:21316585;HPRD:11818547;SignaLink3:11818547;SignaLink3:23331499,5,4
Q9NYL2,P45985,MAP3K20,MAP2K4,1,1,0,1,1,0,,InnateDB;SIGNOR;SignaLink3;Wang,InnateDB:11836244;SIGNOR:11416147;SignaLink3:11836244;SignaLink3:23331499,4,4
Q9NYL2,P46734,MAP3K20,MAP2K3,1,1,0,1,1,0,,SignaLink3,SignaLink3:11836244;SignaLink3:23331499,1,2
Q9NYL2,P52564,MAP3K20,MAP2K6,1,1,0,1,1,0,,InnateDB;NCI-PID_ProtMapper;ProtMapper;SignaLink3;Wang,InnateDB:11836244;ProtMapper:11042189;ProtMapper:14697338;SignaLink3:11836244;SignaLink3:23331499,5,5
O15169,Q8N752,AXIN1,CSNK1A1L,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:11884395;SignaLink3:23331499,2,2
P18031,P08069,PTPN1,IGF1R,1,1,1,1,1,0,,DEPOD;DOMINO;HPRD;IntAct;Lit-BM-17;SIGNOR;SignaLink3,DEPOD:8702689;DOMINO:15976035;DOMINO:16926280;HPRD:8999839;IntAct:15976035;IntAct:16926280;IntAct:8999839;Lit-BM-17:15976035;Lit-BM-17:16926280;Lit-BM-17:8999839;SIGNOR:11884589;SignaLink3:11884589;SignaLink3:23331499;SignaLink3:8999839,7,14
P35568,Q13588,IRS1,GRAP,1,1,0,1,1,0,,SignaLink3,SignaLink3:11897402;SignaLink3:23331499,1,2
O75676,P18846,RPS6KA4,ATF1,1,1,0,1,1,0,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:20068231;HPRD-phos:8663317;HPRD:11909979;KEA:11018520;KEA:11335727;KEA:11909979;KEA:12414794;KEA:8384217;KEA:8663317;KEA:9016641;Macrophage:18813292;ProtMapper:11909979;ProtMapper:12414794;ProtMapper:9687510;SIGNOR:11909979;SIGNOR:20626350;SignaLink3:11909979;SignaLink3:23331499;iPTMnet:11909979;iPTMnet:18690222;iPTMnet:20068231;iPTMnet:8663317,18,22
Q9Y4H2,P48736,IRS2,PIK3CG,1,1,0,1,1,0,,SIGNOR;SignaLink3;Wang,SIGNOR:12850284;SignaLink3:11943559;SignaLink3:23331499,3,3
P27361,P14921,MAPK3,ETS1,1,1,0,1,1,0,,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP,HPRD:11948414;HPRD:12048211;KEA:11948414;KEA:12048211;KEA:8761310;ProtMapper:11948414;SIGNOR:11948414;SignaLink3:11948414;SignaLink3:12048211;SignaLink3:23331499;iPTMnet:11948414;iPTMnet:12048211,16,12
Q8N752,P35222,CSNK1A1L,CTNNB1,1,1,1,1,1,0,,KEA;PhosphoPoint;PhosphoSite_KEA;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet,KEA:11818547;KEA:11955436;KEA:12000790;KEA:12114015;ProtMapper:12000790;ProtMapper:17172446;ProtMapper:19293931;SIGNOR:12000790;SignaLink3:11955436;SignaLink3:23331499;iPTMnet:12000790,10,11
P48730,P35222,CSNK1D,CTNNB1,1,1,1,1,1,0,,CancerCellMap;HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP,CancerCellMap:12000790;HPRD:11955436;HPRD:12000790;KEA:11818547;KEA:11955436;KEA:12000790;KEA:12114015;ProtMapper:10023673;ProtMapper:10488109;ProtMapper:12000790;ProtMapper:14966280;ProtMapper:9312064;ProtMapper:9482734;SIGNOR:12000790;SignaLink3:11955436;SignaLink3:12000790;SignaLink3:23331499;iPTMnet:11955436;iPTMnet:12000790,18,19
Q8WTR2,P45983,DUSP19,MAPK8,1,1,1,1,1,0,,SIGNOR;SignaLink3,SIGNOR:11959861;SignaLink3:11959861;SignaLink3:23331499,2,3
P63244,P08069,RACK1,IGF1R,1,0,1,1,0,1,,BioGRID;HPRD;InnateDB;SignaLink3;Wang,BioGRID:11884618;HPRD:11884618;HPRD:16382134;InnateDB:16382134;SignaLink3:11884618;SignaLink3:11964397;SignaLink3:16382134;SignaLink3:23331499,5,8
P08575,P23458,PTPRC,JAK1,1,1,1,1,1,0,,DEPOD;HPRD;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang,DEPOD:11201744;DEPOD:11994288;HPRD:11201744;ProtMapper:11201744;SIGNOR:11994288;SignaLink3:11201744;SignaLink3:11994288;SignaLink3:23331499,7,8
O95071,P06401,UBR5,PGR,1,1,0,1,1,0,,HPRD;SignaLink3,HPRD:12011095;SignaLink3:12011095;SignaLink3:23331499,2,3
O00587,P78504,MFNG,JAG1,1,1,1,1,0,1,,HPRD;SignaLink3;Wang,HPRD:12036964;SignaLink3:12036964;SignaLink3:15574878;SignaLink3:23331499,3,4
Q13233,P28482,MAP3K1,MAPK1,1,1,0,1,1,0,,HPRD;InnateDB;KEA;Kinexus_KEA;SignaLink3;Wang,HPRD:10969079;InnateDB:10969079;KEA:11971971;KEA:15315965;KEA:17052767;SignaLink3:10969079;SignaLink3:12049732;SignaLink3:23331499,6,8
O95163,P45983,ELP1,MAPK8,1,1,0,1,1,0,,HPRD;InnateDB;SignaLink3,HPRD:12058026;InnateDB:12058026;SignaLink3:12058026;SignaLink3:23331499,3,4
Q13627,P08151,DYRK1A,GLI1,1,1,0,1,1,0,,ACSN;CancerCellMap;HPRD;NetPath;PhosphoPoint;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SignaLink3;Sparser_ProtMapper;Wang,ACSN:11980723;ACSN:12138125;ACSN:19685005;CancerCellMap:12138125;HPRD:12138125;NetPath:12138125;ProtMapper:28735864;SIGNOR:12138125;SignaLink3:12138125;SignaLink3:23331499,13,10
P06730,P84022,EIF4E,SMAD3,1,1,0,1,1,0,,SignaLink3,SignaLink3:12150994;SignaLink3:23331499,1,2
P06730,Q13485,EIF4E,SMAD4,1,1,0,1,1,0,,SignaLink3,SignaLink3:12150994;SignaLink3:23331499,1,2
P35658,Q15796,NUP214,SMAD2,1,1,0,1,1,0,,CancerCellMap;HPRD;NetPath;SignaLink3;Wang,CancerCellMap:12191473;CancerCellMap:12917407;HPRD:12191473;NetPath:12191473;SignaLink3:12191473;SignaLink3:12917407;SignaLink3:23331499,5,7
P49790,Q15796,NUP153,SMAD2,1,1,0,1,1,0,,CancerCellMap;HPRD;NetPath;SignaLink3;Wang,CancerCellMap:12191473;HPRD:12191473;NetPath:12191473;SignaLink3:12191473;SignaLink3:23331499,5,5
O75593,Q15796,FOXH1,SMAD2,1,1,0,1,1,0,,BioGRID;CancerCellMap;HPRD;HuRI;IntAct;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang,BioGRID:9702197;CancerCellMap:9702198;CancerCellMap:9858566;HPRD:11371641;HPRD:9288972;HPRD:9389648;IntAct:9702198;Lit-BM-17:10199400;Lit-BM-17:10938097;Lit-BM-17:12732634;Lit-BM-17:15750622;Lit-BM-17:16916642;Lit-BM-17:21828274;Lit-BM-17:9288972;Lit-BM-17:9389648;Lit-BM-17:9858566;NetPath:10199400;NetPath:12374795;NetPath:9702198;SIGNOR:9858566;SignaLink3:10938097;SignaLink3:11371641;SignaLink3:12191473;SignaLink3:23331499;SignaLink3:9288972;SignaLink3:9389648,10,26
Q13387,O15264,MAPK8IP2,MAPK13,1,1,0,1,1,0,,SignaLink3,SignaLink3:12244047;SignaLink3:23331499,1,2
